"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"NTT","Nippon Telegraph and Telephone Corporation","26.32","61334446573.12","n/a","Japan","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntt",
"NMR","Nomura Holdings Inc ADR","7.93","29353793239.03","n/a","Japan","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nmr",
"NQ","NQ Mobile Inc.","22.45","1085812726.35","n/a","China","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nq",
"DCM","NTT DOCOMO, Inc","16.15","66970175615","n/a","Japan","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm",
"ONP","Orient Paper, Inc.","1.72","31745868","n/a","China","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OSN","Ossen Innovation Co., Ltd.","0.65","13000000","n/a","China","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"PACT          ","Pactera Technology International Ltd","6.07","519893715.42","n/a","China","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pact          ",
"PWRD","Perfect World Co., Ltd.","20.15","981961466.85","n/a","China","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pwrd",
"PTR","PetroChina Company Limited","112.18","205312957800","n/a","China","2000","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ptr",
"PHI","Philippine Long Distance Telephone Company","66.95","14464934136.25","n/a","Philippines","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/phi",
"PME","Pingtan Marine Enterprise Ltd.","2.38","188151026.14","n/a","China","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/pme",
"PKX","POSCO","74.5","23018981690","n/a","South Korea","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/pkx",
"PACQ","Prime Acquisition Corp.","11.03","21133788.84","n/a","China","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/pacq",
"PACQU","Prime Acquisition Corp.","17.5","85662202.5","n/a","China","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/pacqu",
"PACQW","Prime Acquisition Corp.","0.79","0","n/a","China","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/pacqw",
"QKLS","QKL Stores, Inc.","4.53","6896136.78","n/a","China","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/qkls",
"RCON","Recon Technology, Ltd.","2.03","8022176.33","n/a","China","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REDF","Rediff.com India Limited","2.28","67534411.68","n/a","India","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/redf",
"SSW","Seaspan Corporation","24.5","1576697157","n/a","Hong Kong","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^C","Seaspan Corporation","27.2221","0","n/a","Hong Kong","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^c",
"SSW^D","Seaspan Corporation","25.25","0","n/a","Hong Kong","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"LEDS","SemiLEDS Corporation","1.11","30814465.8","n/a","Taiwan","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
