"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"JHX","James Hardie Industries plc.","50.4","4408992000","n/a","Ireland","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JAZZ","Jazz Pharmaceuticals plc","89.78","5221025359.88","n/a","Ireland","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"PHG","Koninklijke Philips N.V.","32.61","29801431140","n/a","Netherlands","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"LUX","Luxottica Group, S.p.A.","53.61","25560036950.1","n/a","Italy","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"MTD","Mettler-Toledo International, Inc.","240.19","7192549117.12","n/a","Switzerland","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MGT","MGT Capital Investments Inc","3.61","22937384.06","n/a","United Kingdom","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mgt",
"NGG","National Grid Transco, PLC","59.4","43570372111.2","n/a","United Kingdom","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NW^C","Natl Westminster Pfd","25.04","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NTZ","Natuzzi, S.p.A.","1.95","106963437.75","n/a","Italy","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NM","Navios Maritime Holdings Inc.","7.21","745014397.47","n/a","Greece","1986","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NEWL","NewLead Holdings Ltd.","0.1531","94130947.4569","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/newl",
"NE","Noble Corporation","37.6","9526768400","n/a","Switzerland","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ne",
"NOK","Nokia Corporation","6.66","24941662317.72","n/a","Finland","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/nok",
"NVS","Novartis AG","77.08","188614760000","n/a","Switzerland","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","169.86","98518800000","n/a","Denmark","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvo",
"NXPI","NXP Semiconductors N.V.","37.22","9370190830","n/a","Netherlands","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/nxpi",
"ORAN","Orange","12.64","33260161830.88","n/a","France","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oran",
"PRGN","Paragon Shipping Inc.","6","67928652","n/a","Greece","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PSO","Pearson, Plc","20.33","16619651759.54","n/a","United Kingdom","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso",
"PNR","Pentair, Ltd.","65.52","13048316583.12","n/a","Switzerland","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr",
"RNA","Prosensa Holding N.V.","6.88","240815810.24","n/a","Netherlands","2002","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rna",
"PUK","Prudential Public Limited Company","37.47","47948084758.35","n/a","United Kingdom","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","24.73","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","24.95","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^a",
"QGEN","Qiagen N.V.","21.88","5127359200","n/a","Netherlands","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"GOLD","Randgold Resources Limited","71.73","6590875400.19","n/a","Jersey","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"ENL","Reed Elsevier NV","40.43","13690255189.65","n/a","Netherlands","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/enl",
"RUK","Reed Elsevier PLC","54.19","15926533664.9","n/a","United Kingdom","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/ruk",
"RIO","Rio Tinto Plc","49.48","91424196000","n/a","United Kingdom","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBS","Royal Bank Scotland plc (The)","11.78","36304484931.96","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^E","Royal Bank Scotland plc (The)","21.4","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^e",
"RBS^F","Royal Bank Scotland plc (The)","24.7","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^G","Royal Bank Scotland plc (The)","21.62","0","n/a","United Kingdom","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rbs^g",
"RBS^H","Royal Bank Scotland plc (The)","24.6","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^I","Royal Bank Scotland plc (The)","21.42","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^i",
"RBS^L","Royal Bank Scotland plc (The)","19.97","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^M","Royal Bank Scotland plc (The)","21.08","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^m",
"RBS^N","Royal Bank Scotland plc (The)","20.95","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^n",
"RBS^P","Royal Bank Scotland plc (The)","20.6","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^p",
"RBS^Q","Royal Bank Scotland plc (The)","21.9099","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^q",
"RBS^R","Royal Bank Scotland plc (The)","20.2516","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^r",
"RBS^S","Royal Bank Scotland plc (The)","21.5","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RBS^T","Royal Bank Scotland plc (The)","23.37","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^t",
"RYAAY","Ryanair Holdings plc","50.45","14361097000","n/a","Ireland","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"GCVRZ","Sanofi","2.04","0","n/a","France","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","50.74","135181046468.96","n/a","France","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SAP","SAP AG","74.36","88674614691.52","n/a","Germany","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SLB","Schlumberger N.V.","88.82","117525133422.76","n/a","France","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"STX","Seagate Technology.","43.51","15535891579.99","n/a","Ireland","1988","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","1.78","21287521.96","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SHPG","Shire plc","118.87","22289548349.38","n/a","Ireland","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SI","Siemens AG","121.78","102630054812.6","n/a","Germany","1988","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/si",
"SNN","Smith & Nephew SNATS, Inc.","62.55","11237454339.75","n/a","United Kingdom","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"SBLK","Star Bulk Carriers Corp.","9.8","205894775.8","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"STO","Statoil ASA","22.93","73115678071.79","n/a","Norway","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"GASS","StealthGas, Inc.","9.26","297499066.54","n/a","Greece","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STM","STMicroelectronics N.V.","9.38","8352507136.54","n/a","Switzerland","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"TEL","TE Connectivity Ltd.","51.96","21487365061.44","n/a","Switzerland","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TI","Telecom Italia S.P.A.","7.85","15135383757.4","n/a","Italy","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TI/A","Telecom Italia S.P.A.","6.28","0","n/a","Italy","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti/a",
"TOPS","TOP Ships Inc.","1.86","31987413.24","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TRNX","Tornier N.V.","19.24","919397772.28","n/a","Netherlands","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/trnx",
"TOT","TotalFinaElf, S.A.","58.91","133628223508.12","n/a","France","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tot",
"RIG","Transocean Ltd.","44.92","16189652372.36","n/a","Switzerland","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rig",
"TRIB","Trinity Biotech plc","21.63","481235422.71","n/a","Ireland","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TNP","Tsakos Energy Navigation Ltd","5.37","303100182.69","n/a","Greece","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","24.1","0","n/a","Greece","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^b",
"TYC","Tyco International, Ltd. (Switzerland)","34.95","16157164500.45","n/a","Switzerland","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tyc",
"UBS","UBS AG","20.77","79776797148.3","n/a","Switzerland","1990","Finance","Major Banks","http://www.nasdaq.com/symbol/ubs",
"UBS^D","UBS AG","14.73","0","n/a","Switzerland","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubs^d",
"UN","Unilever NV","39.03","118061224900.83","n/a","Netherlands","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","39.66","119966901859.26","n/a","United Kingdom","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ul",
"VELT","Velti plc","0.3699","33585500.3238","n/a","Ireland","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/velt",
"VE","Veolia Environnement","17.2","9440662177.6","n/a","France","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/ve",
"VIP","VimpelCom Ltd.","11.26","18333522260.1","n/a","Netherlands","1996","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VPRT","Vistaprint N.V.","55.59","1827771238.23","n/a","Netherlands","2005","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/vprt",
"VOD","Vodafone Group Plc","35","169572252815","n/a","United Kingdom","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"WCRX","Warner Chilcott plc","23.11","5805198213.18","n/a","Ireland","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wcrx",
"WFT","Weatherford International, Ltd","15.26","11715268974.92","n/a","Switzerland","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wft",
"WSH","Willis Group Holdings Limited","43.65","7691912382.6","n/a","United Kingdom","2001","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wsh",
"WPPGY","WPP plc","103.28","27561300800","n/a","Ireland","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"XL","XL Group plc","31","8871871927","n/a","Ireland","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/xl",
"XRTX","Xyratex Ltd.","11.28","310854240","n/a","United Kingdom","2004","Technology","Electronic Components","http://www.nasdaq.com/symbol/xrtx",
"YNDX","Yandex N.V.","36.8","12011858817.6","n/a","Netherlands","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
